id,budget,overview,popularity,revenue,runtime,title,vote_average,vote_count,collections,company,country,language,director,genre,actor,year,return
10609,0.0,"The professional and personal life of actor and comedian Peter Sellers was a turbulent one. His early movie fame was based primarily on his comic characterizations, often of bumbling and foreign-accented persons, characters which he embodied. As his movie fame rose, he began to lose his own personal identity to his movie characters, leading to self-doubt of himself as a person.",3.701781,0.0,122.0,The Life and Death of Peter Sellers,6.6,47.0,None,BBC Films,United Kingdom,English,Stephen Hopkins,"['Drama', 'Comedy', 'Romance']","['Geoffrey Rush', 'Charlize Theron', 'Emily Watson']",2004,0.0
7214,30000000.0,"Based on a true story, in which Richmond High School head basketball coach Ken Carter made headlines in 1999 for benching his undefeated team due to poor academic results.",11.093737,76669806.0,136.0,Coach Carter,7.3,510.0,None,Paramount Pictures,Germany,English,Thomas Carter,['Drama'],"['Samuel L. Jackson', 'Rob Brown', ""Robert Ri'chard""]",2005,2.56
24749,0.0,"An anthropologist is brought to an arctic base when explorers discover the body of a prehistoric man who has been frozen in a block of ice for 40,000 years. After thawing the body to perform an autopsy, scientists discover to their amazement a real possibility to revive him and their attempt to resuscitate the ""iceman"" proves successful.",2.491724,0.0,100.0,Iceman,5.9,32.0,None,Universal Pictures,United States of America,English,Fred Schepisi,"['Science Fiction', 'Drama']","['Timothy Hutton', 'Lindsay Crouse', 'John Lone']",1984,0.0
34778,0.0,"An office clerk loves entering contests in the hopes of someday winning a fortune and marrying the girl he loves. His latest attempt is the Maxford House Coffee Slogan Contest. As a joke, some of his co-workers put together a fake telegram which says that he won the $25,000 grand prize. As a result, he gets a promotion, buys presents for all of his family and friends, and proposes to his girl.",1.282498,0.0,67.0,Christmas in July,6.7,17.0,None,Paramount Pictures,United States of America,English,Preston Sturges,"['Comedy', 'Romance']","['Dick Powell', 'Ellen Drew', 'Raymond Walburn']",1940,0.0
100894,229.0,"Five members of a teen-age gang, including leader Jimmy Smith, are sent to the State Reformatory, presided over by the melodramatically callous Thompson. Soon, Patsy Gargan, a former gangster appointed Deputy Commissioner as a political favor, arrives complete with hip flask and blonde. Gargan falls for activist nurse Dorothy and, inspired by her, takes over the administration to run the place on radical principles. But Thompson, to conceal his years of graft, needs a quick way to discredit Gargan... Written by Rod Crawford",0.873215,0.0,90.0,The Mayor of Hell,6.6,8.0,None,Warner Bros.,United States of America,English,Michael Curtiz,"['Crime', 'Drama']","['James Cagney', 'Madge Evans', 'Frankie Darro']",1933,0.0
44463,0.0,A phony faith healer falls for a blind man and seeks to go straight.,0.93383,0.0,90.0,The Miracle Woman,6.6,11.0,None,Columbia Pictures,United States of America,English,Frank Capra,['Drama'],"['Barbara Stanwyck', 'David Manners', 'Sam Hardy']",1931,0.0
11637,32000000.0,"The fledgling romance between Nick, a playboy bachelor, and Suzanne, a divorced mother of two, is threatened by a particularly harrowing New Years Eve. When Suzanne's work keeps her in Vancouver for the holiday, Nick offers to bring her kids to the city from Portland, Oregon. The kids, who have never liked any of the men their mom dates, are determined to turn the trip into a nightmare for Nick.",9.756822,97918663.0,95.0,Are We There Yet?,5.2,227.0,The Are We Collection,Columbia Pictures,United States of America,English,Brian Levant,"['Adventure', 'Comedy', 'Family', 'Romance']","['Ice Cube', 'Nia Long', 'Aleisha Allen']",2005,3.06
22559,0.0,"James Cameron teams up with NASA scientists to explore the Mid-Ocean Ridge, a submerged chain of mountains that band the Earth and are home to some of the planet's most unique life forms.",1.924682,0.0,47.0,Aliens of the Deep,6.8,19.0,None,Walt Disney Pictures,United States of America,English,James Cameron,"['Action', 'Documentary', 'Science Fiction']","['Anatoly M. Sagalevitch', 'Pamela Conrad', 'James Cameron']",2005,0.0
24962,0.0,"Radio psychologist Jack Black takes his children Joshua and Ashley on a 'vacation' to a lake in British Columbia. While he grinds away at work the children discover that the famous local lake monster ""Orky"" may not be just a gimmick to attract tourists after all. In fact, Orky may enable them to get closer to their workaholic dad, and help stop local polluters who are dumping toxic waste.",1.496718,0.0,98.0,Magic in the Water,5.3,11.0,None,TriStar Pictures,Canada,English,Rick Stevenson,"['Adventure', 'Fantasy', 'Drama', 'Science Fiction', 'Family']","['Mark Harmon', 'Joshua Jackson', 'Harley Jane Kozak']",1995,0.0
22383,0.0,"The Professionals is a 1966 American Western film directed by Richard Brooks. A kidnap-rescue adventure set in about 1917, it features a small group of experts heading into Mexico to free the Mexican-born wife of a wealthy Texan from several hundred bandits. The film is based on the novel A Mule for the Marquesa by Frank O'Rourke.",5.032092,0.0,117.0,The Professionals,6.8,66.0,None,Columbia Pictures,United States of America,English,Richard Brooks,"['Action', 'Adventure', 'Western']","['Burt Lancaster', 'Lee Marvin', 'Robert Ryan']",1966,0.0
36851,112.0,"Academy Award winners Gary Cooper and Ray Milland star along with Robert Preston in the epic adventure Beau Geste. When three brothers join the Foreign Legion to escape a troubled past, they find themselves trapped under the command of a sadistic sergeant deep in the scorching Sahara. Now the brothers must fight for their lives as they plot mutiny against tyranny and defend a desert fortress against a brutal enemy. Nominated for 2 Academy Awards, Beau Geste has been universally acclaimed by generations of critics and audiences alike as a true motion picture classic.",3.004471,0.0,112.0,Beau Geste,7.0,22.0,None,Paramount Pictures,United States of America,العربية,William A. Wellman,"['Adventure', 'Drama', 'War']","['Gary Cooper', 'Ray Milland', 'Robert Preston']",1939,0.0
20196,0.0,"A Mysterious Alien Creature (MAC) escaping from nefarious NASA agents, is befriended by a young boy in a wheelchair. Together, they try to find MAC's family from whom he has been separated.",4.433298,5935269.0,95.0,Mac and Me,4.0,44.0,None,Orion Pictures,United States of America,English,Stewart Raffill,"['Family', 'Fantasy', 'Science Fiction']","['Jade Calegory', 'Lauren Stanley', 'Christine Ebersole']",1988,0.0
70498,0.0,A womanizing poet falls into the hands of a psychiatrist with a straying wife.,0.25025,0.0,107.0,A Fine Madness,6.8,5.0,None,Warner Bros.,United States of America,English,Irvin Kershner,"['Comedy', 'Drama', 'Romance']","['Sean Connery', 'Joanne Woodward', 'Jean Seberg']",1966,0.0
63617,0.0,"Clipper ships taking the shortest route between the Mississippi and the Atlantic often end up on the shoals of Key West in the 1840s. Salvaging the ships' cargos has become a lucrative business for two companies -- one headed by a feisty young woman. Then she falls in love with the captain of a wrecked ship while he recuperates at her home. She travels to Charleston and is charming to the man most likely to be head of the captain's company, thinking she will be able to get the captain the position he wants on the company's first steam ship.",1.076119,0.0,123.0,Reap the Wild Wind,6.9,8.0,None,Paramount Pictures,United States of America,English,Cecil B. DeMille,"['Adventure', 'Drama']","['Ray Milland', 'John Wayne', 'Paulette Goddard']",1942,0.0
4935,24000000.0,"When Sophie, a shy young woman, is cursed with an old body by a spiteful witch, her only chance of breaking the spell lies with a self-indulgent yet insecure young wizard and his companions in his legged, walking home.",16.136048,234710455.0,119.0,Howl's Moving Castle,8.2,2049.0,None,Studio Ghibli,Japan,日本語,Hayao Miyazaki,"['Fantasy', 'Animation', 'Adventure']","['Takuya Kimura', 'Akihiro Miwa', 'Tatsuya Gashûin']",2004,9.78
8488,70000000.0,"Dating coach Alex 'Hitch' Hitchens mentors a bumbling client, Albert, who hopes to win the heart of the glamorous Allegra Cole. While Albert makes progress, Hitch faces his own romantic setbacks when proven techniques fail to work on Sara Melas, a tabloid reporter digging for dirt on Allegra Cole's love life. When Sara discovers Hitch's connection to Albert – now Allegra's boyfriend – it threatens to destroy both relationships.",13.35076,368100420.0,118.0,Hitch,6.3,1721.0,None,Columbia Pictures Corporation,United States of America,English,Andy Tennant,"['Comedy', 'Drama', 'Romance']","['Will Smith', 'Eva Mendes', 'Kevin James']",2005,5.26
13682,0.0,"Who or what exactly is a Heffalump? The lovable residents of the Hundred Acre Wood -- Winnie the Pooh, Rabbit, Tigger, Eeyore, Kanga and the rest of the pack -- embark on a journey of discovery in search of the elusive Heffalump. But as is always the case, this unusual road trip opens their eyes to so much more than just the creature they're seeking.",10.096263,0.0,68.0,Pooh's Heffalump Movie,6.3,91.0,None,Walt Disney Pictures,United States of America,English,Frank Nissen,"['Animation', 'Family']","['Jim Cummings', 'John Fiedler', 'Nikita Hopkins']",2005,0.0
42641,0.0,"The Foreign Legion marches in to Mogador with booze and women in mind just as singer Amy Jolly arrives from Paris to work at Lo Tinto's cabaret. That night, insouciant legionnaire Tom Brown catches her inimitably seductive, tuxedo-clad act. Both bruised by their past lives, the two edge cautiously into a no-strings relationship while being pursued by others. But Tom must leave on a perilous mission: is it too late for them?",1.691796,0.0,92.0,Morocco,6.6,24.0,None,Paramount Pictures,United States of America,العربية,Josef von Sternberg,"['Drama', 'Romance']","['Gary Cooper', 'Marlene Dietrich', 'Adolphe Menjou']",1930,0.0
29993,3000000.0,The classic story of Samson and Delilah as told by Cecil B. DeMille.,2.528638,11500000.0,128.0,Samson and Delilah,6.1,32.0,None,Paramount Pictures,United States of America,English,Cecil B. DeMille,"['Drama', 'Romance']","['Hedy Lamarr', 'Victor Mature', 'Angela Lansbury']",1949,3.83
9470,20000000.0,"Set in Canton, China in the 1940s, the story revolves in a town ruled by the Axe Gang, Sing who desperately wants to become a member. He stumbles into a slum ruled by eccentric landlords who turns out to be the greatest kung-fu masters in disguise. Sing's actions eventually cause the Axe Gang and the slumlords to engage in an explosive kung-fu battle. Only one side will win and only one hero will emerge as the greatest kung-fu master of all.",8.636632,100914445.0,99.0,Kung Fu Hustle,7.2,841.0,None,Columbia Pictures,China,广州话 / 廣州話,Stephen Chow,"['Action', 'Comedy', 'Crime', 'Fantasy']","['Stephen Chow', 'Yuen Wah', 'Yuen Qiu']",2004,5.05
125109,0.0,"Young John McGowan travels to Scotland to live at his grandfather's castle after he loses his parents in a traffic accident. At the wishing tree he conjures up a dragon friend, Yowler. They grow up together, and one day documentary film maker Bob Armstrong and his daughter Beth stumble upon Yowler. Hungry for fame (and money), Bob convinces John to ""rent"" Yowler to local unscrupulous businessman Lester McIntyre. John is convinced in part by the offer to have the outstanding taxes on the castle paid off, partly because of his growing interest in Beth. Yowler is miserable in the new theme park built for him, and when it becomes clear that McIntyre has tricked them in order to exploit the dragon, John and his new friends take action.",0.311555,0.0,86.0,Dragonworld,5.9,5.0,None,Paramount Pictures,United States of America,English,Ted Nicolaou,"['Adventure', 'Fantasy']","['Courtland Mead', 'Janet Henfrey', 'Andrew Keir']",1994,0.0
37527,0.0,"In 1957, Evan Rendell flees after his father is lynched for killing multiple patients in his effort to find a replacement heart for his ailing wife. After 35 years, Evan escapes from a mental institution and returns to town for revenge, killing off residents one by one. When Jennifer and her friends break into the Rendell house out of morbid curiosity, Evan notices Jennifer has a heart condition similar to his mother and decides to make her his final victim.",1.252367,8403433.0,95.0,Dr. Giggles,5.1,34.0,None,Universal Pictures,Japan,English,Manny Coto,"['Comedy', 'Horror', 'Mystery', 'Thriller']","['Larry Drake', 'Holly Marie Combs', 'Cliff DeYoung']",1992,0.0
43492,0.0,"Schoolteacher Lilly Moffat is dismayed by conditions in a Welsh mining town. She sets up a school to teach fundamental education to the villagers. Her housekeeper and daughter oppose the project, as does the local Squire who will not rent her space. Using part of her own home, she goes ahead with Miss Moffat's School. One of her students Morgan Evans turns from bully to brilliant student.",0.954383,0.0,115.0,The Corn Is Green,7.3,9.0,None,Warner Bros.,United States of America,English,Irving Rapper,['Drama'],"['Bette Davis', 'Nigel Bruce', 'Rhys Williams']",1945,0.0
29578,0.0,"Concerned about his friend's cocaine use, Dr. Watson tricks Sherlock Holmes into travelling to Vienna, where Holmes enters the care of Sigmund Freud. Freud attemts to solve the mysteries of Holmes' subconscious, while Holmes devotes himself to solving a mystery involving the kidnapping of Lola Deveraux.",1.313858,0.0,113.0,The Seven-Per-Cent Solution,7.1,23.0,None,Universal Pictures,United Kingdom,English,Herbert Ross,"['Thriller', 'Mystery']","['Alan Arkin', 'Vanessa Redgrave', 'Robert Duvall']",1976,0.0
31532,0.0,"A Parisian tailor finds himself posing as a baron in order to collect a sizeable bill from an aristocrat, only to fall in love with an aloof young princess.",1.981885,0.0,104.0,Love Me Tonight,5.5,16.0,None,Paramount Pictures,United States of America,English,Rouben Mamoulian,"['Comedy', 'Music', 'Romance']","['Maurice Chevalier', 'Jeanette MacDonald', 'Charles Ruggles']",1932,0.0
16186,0.0,"Charles McCarter and his wife Helen are about to celebrate their 18th-wedding anniversary when Helen comes home to find her clothes packed up in a U-Haul van parked in the driveway. Charles is divorcing Her. Helen moves in with her grandmother Madea, an old woman who doesn't take any lip from anyone. Madea helps Helen through these tough times by showing her what is really important in life.",4.818507,0.0,116.0,Diary of a Mad Black Woman,6.4,71.0,None,Lions Gate Films,None,English,Darren Grant,"['Comedy', 'Drama', 'Romance']","['Kimberly Elise', 'Steve Harris', 'Tyler Perry']",2005,0.0
10022,56000000.0,Disgraced Navy SEAL Shane Wolfe is handed a new assignment: Protect the five Plummer kids from enemies of their recently deceased father -- a government scientist whose top-secret experiment remains hidden in the kids' house.,7.81645,113006880.0,95.0,The Pacifier,5.8,865.0,None,Walt Disney Pictures,Canada,English,Adam Shankman,"['Action', 'Comedy', 'Drama', 'Family', 'Thriller']","['Vin Diesel', 'Lauren Graham', 'Faith Ford']",2005,2.02
2026,52000000.0,"When a mafia accountant is taken hostage on his beat, a police officer – wracked by guilt from a prior stint as a negotiator – must negotiate the standoff, even as his own family is held captive by the mob.",9.686638,77944725.0,113.0,Hostage,6.2,519.0,None,Miramax Films,Germany,English,Florent-Emilio Siri,"['Mystery', 'Drama', 'Thriller', 'Crime']","['Bruce Willis', 'Kevin Pollak', 'Jimmy Bennett']",2005,1.5
40957,0.0,"Jane Osgood runs a lobster business, which supports her two young children. Railroad staff inattention ruins her shipment, so with her lawyer George, Jane sues Harry Foster Malone, director of the line and the ""meanest man in the world"".",0.741555,0.0,97.0,It Happened to Jane,6.6,10.0,None,Columbia Pictures,United States of America,English,Richard Quine,"['Comedy', 'Romance']","['Doris Day', 'Jack Lemmon', 'Ernie Kovacs']",1959,0.0
41749,0.0,"Given the chance to live in a simulated underwater home for a month, a scientist convinces his family to take advantage of the offer. Once the family agrees to move in, underwater mayhem occurs!",0.236318,0.0,88.0,Hello Down There,5.3,4.0,None,Paramount Pictures,United States of America,English,Jack Arnold,['Comedy'],"['Tony Randall', 'Janet Leigh', 'Ken Berry']",1969,0.0
88930,0.0,"Dean Martin and Shirley MacLaine star in this sweet 1961 comedy about Tony Ryder (Martin), who takes over the duties of magazine publisher when his uncle dies suddenly, supposedly while spending time with a mistress. Worried that the news will besmirch his magazine's wholesome reputation, Tony hires a detective to find out who the mistress is, but mistakenly identifies the publication's researcher, Katie Robbins (MacLaine), as the secret lover.",0.313856,0.0,94.0,All in a Night's Work,5.5,2.0,None,Paramount Pictures,United States of America,English,Joseph Anthony,"['Comedy', 'Romance']","['Dean Martin', 'Shirley MacLaine', 'Cliff Robertson']",1961,0.0
31835,0.0,"Oscar Jaffe is a successful Broadway director, Lily Garland his biggest star. When she leaves his direction, his success goes with her. When he recognizes her aboard the Twentieth Century Limited, the train that both of them are riding, he tries to get her back for a new show. But accomplishing that feat isn't as simple as he had thought.",2.738773,0.0,91.0,Twentieth Century,6.4,23.0,None,Columbia Pictures,None,English,Howard Hawks,"['Comedy', 'Romance']","['John Barrymore', 'Carole Lombard', 'Walter Connolly']",1934,0.0
60966,0.0,"Ruth and her beautiful sister Eileen come to New York's Greenwich Village looking for ""fame, fortune and a 'For Rent' sign on Barrow Street"". They find an apartment, but fame and fortune are a lot more elusive. Ruth gets the attention of playboy publisher Bob Baker when she submits a story about her gorgeous sister Eileen. She tries to keep his attention by convincing him that she and the gorgeous, man-getting Eileen are one and the same person.",0.417876,0.0,108.0,My Sister Eileen,7.3,3.0,None,Columbia Pictures Corporation,United States of America,English,Richard Quine,"['Comedy', 'Music']","['Janet Leigh', 'Jack Lemmon', 'Betty Garrett']",1955,0.0
13374,25000000.0,"With the help of her coach, her parents, and the boy who drives the Zamboni machine, nothing can stop Casey (Trachtenberg) from realizing her dream to be a champion figure skater.",9.313354,27645491.0,98.0,Ice Princess,5.9,189.0,None,Walt Disney Pictures,United States of America,English,Tim Fywell,"['Drama', 'Comedy', 'Family']","['Michelle Trachtenberg', 'Joan Cusack', 'Amy Stewart']",2005,1.11
9688,0.0,"While dining out with friends, Sy suggests the difficulty of separating comedy from tragedy. To illustrate his point, he tells his guests two parallel stories about Melinda ; both versions have the same basic elements, but one take on her state of affairs leans toward levity, while the other is full of anguish. Each story involves Melinda coping with a recent divorce through substance abuse while beginning a romantic relationship with a close friend's husband.",6.117784,20085825.0,100.0,Melinda and Melinda,6.3,128.0,None,Fox Searchlight Pictures,United States of America,English,Woody Allen,"['Comedy', 'Drama', 'Romance']","['Chiwetel Ejiofor', 'Will Ferrell', 'Jonny Lee Miller']",2004,0.0
11638,35000000.0,"The fiancé of an African-American woman who's met with skepticism and suspicion from her father when she takes him home for the all-important introduction. As the wedding approaches, Dad must come to terms with his future son-in-law.",6.71898,68915888.0,105.0,Guess Who,5.5,230.0,None,Columbia Pictures,United States of America,Français,Kevin Rodney Sullivan,"['Comedy', 'Romance']","['Bernie Mac', 'Ashton Kutcher', 'Zoe Saldana']",2005,1.97
21666,0.0,"During WWII, the United States set up army bases in Great Britain as part of the war effort. Against their proper sensibilities, many of the Brits don't much like the brash Yanks, especially when it comes to the G.I.s making advances on the lonely British girls. One relationship that develops is between married John, an Army Captain, and the aristocratic Helen, whose naval husband is away at war. Helen loves her husband, but Helen and John are looking for some comfort during the difficult times.",1.669958,0.0,138.0,Yanks,5.7,15.0,None,Universal Pictures,Germany,English,John Schlesinger,"['Romance', 'Drama', 'War']","['Richard Gere', 'Lisa Eichhorn', 'Vanessa Redgrave']",1979,0.0
72847,0.0,Chris Hunter kills an intruder and tells her husband and lawyer it was an act of self-defense. It's later revealed that he was actually her lover and she had posed for an incriminating statue he created.,0.98852,0.0,109.0,The Unfaithful,5.8,3.0,None,Warner Bros.,United States of America,English,Vincent Sherman,"['Thriller', 'Drama', 'Crime']","['Ann Sheridan', 'Lew Ayres', 'Zachary Scott']",1947,0.0
22434,0.0,"Michael Corben, along with the rest of his high-school French class, sets out for a trip to France when he is mistaken for an agent of the same name. He is beseiged by both the good guys and the bad guys. British Intelligence outfits him with a series of James-Bond-like gizmos, and Steranko sends more would-be assassins after him. Can Michael stop the evil Steranko's plans for European domination?",3.894815,7788597.0,88.0,If Looks Could Kill,5.6,36.0,None,Warner Bros.,United States of America,English,William Dear,"['Adventure', 'Action', 'Comedy']","['Richard Grieco', 'Gabrielle Anwar', 'Roger Rees']",1991,0.0
16198,0.0,"The Yamadas are a typical middle class Japanese family in urban Tokyo and this film shows us a variety of episodes of their lives. With tales that range from the humourous to the heartbreaking, we see this family cope with life's little conflicts, problems and joys in their own way.",5.106657,0.0,104.0,My Neighbors the Yamadas,7.0,74.0,None,Studio Ghibli,Japan,日本語,Isao Takahata,"['Animation', 'Family']","['Jim Belushi', 'Hayato Isohata', 'Masako Araki']",1999,0.0
15283,0.0,"The Raccoons of the Tama Hills are being forced from their homes by the rapid development of houses and shopping malls. As it becomes harder to find food and shelter, they decide to band together and fight back. The Raccoons practice and perfect the ancient art of transformation until they are even able to appear as humans in hilarious circumstances.",9.607155,0.0,119.0,Pom Poko,7.2,177.0,None,Studio Ghibli,Japan,日本語,Isao Takahata,"['Adventure', 'Animation', 'Fantasy']","['Shinchou Kokontei', 'Makoto Nonomura', 'Nijiko Kiyokawa']",1994,0.0
36006,0.0,"In this comedy of an Englishman stranded in a sea of barbaric Americans, Marmaduke Ruggles (Charles Laughton), a gentleman's gentleman and butler to an Earl is lost in a poker game to an uncouth American cattle baron. Ruggles's life is turned upside down as he's taken to the USA, is gradually assimilated into American life, accidently becomes a local celebrity, and falls in love along the way.",1.181128,0.0,90.0,Ruggles of Red Gap,5.1,9.0,None,Paramount Pictures,United States of America,English,Leo McCarey,"['Comedy', 'Romance']","['Charles Laughton', 'Mary Boland', 'Charles Ruggles']",1935,0.0
13524,0.0,"In the winter of 1944, the Allied Armies stand ready to invade Germany at the coming of a New Year. To prevent this occurrence, Hitler orders an all out offensive to re-take French territory and capture the major port city of Antwerp. ""The Battle of the Bulge"" shows this conflict from the perspective of an American intelligence officer as well as from a German Panzer Commander.",4.612568,0.0,167.0,Battle of the Bulge,6.4,56.0,None,Warner Bros.,United States of America,English,Ken Annakin,"['Drama', 'History', 'War']","['Henry Fonda', 'Robert Shaw', 'Robert Ryan']",1965,0.0
32085,60000.0,Young Vincent Malloy dreams of being just like Vincent Price and loses himself in macabre daydreams which annoys his mother.,6.675518,0.0,6.0,Vincent,7.9,217.0,None,Walt Disney Productions,United States of America,English,Tim Burton,"['Animation', 'Fantasy']",['Vincent Price'],1982,0.0
18871,0.0,"In the border town of San Pablo, preparing for an annual 'Mexican Fiesta,' the  tough, mysterious and laconic Gagin arrives. His mission is to find the equally mysterious Frank Hugo, evidently for revenge, or is it for blackmail? FBI agent Retz is also after the elusive Hugo. Everyone in town is enigmatic, especially Pila, a mystical young woman who follows Gagin around after premonitions of his death. The story includes a classic femme fatale and an antique carousel with a pink horse.",3.432425,0.0,101.0,Ride the Pink Horse,6.8,12.0,None,Universal International Pictures (UI),United States of America,English,Robert Montgomery,"['Drama', 'Mystery', 'Thriller']","['Robert Montgomery', 'Wanda Hendrix', 'Andrea King']",1947,0.0
6183,0.0,"A hedonistic bachelor, falls for an escaped mental patient.  Til Schweiger comes up with a slickly-made off-the-wall romantic comedy drama ""Barfuss"" (Barefoot), his first solo directing effort in nearly a decade.  Punchy, anti-establishment tone, with Schweiger playing a hedonistic bachelor - he is his rich family's black sheep - who falls for a suicidal mental patient (Johanna Wokalek).  An offbeat, strangely tender love story develops as Nick struggles with responsibility for the first time in his life.",2.561207,0.0,110.0,Barefoot,6.7,59.0,None,Touchstone Pictures,Germany,Deutsch,Til Schweiger,"['Romance', 'Comedy', 'Drama']","['Til Schweiger', 'Johanna Wokalek', 'Nadja Tiller']",2005,0.0
20187,0.0,"A classical art professor and collector, who doubles as a professional assassin, is coerced out of retirement to avenge the murder of an old friend.",5.47591,14200000.0,123.0,The Eiger Sanction,6.2,91.0,None,Universal Pictures,United States of America,English,Clint Eastwood,"['Action', 'Adventure', 'Crime', 'Drama', 'Mystery', 'Thriller']","['Clint Eastwood', 'George Kennedy', 'Vonetta McGee']",1975,0.0
38151,0.0,"Mike Hamilton, a Philadelphia lawyer, comes to Naples to settle the estate of his long estranged ""black sheep"" brother. Once there, he discovers that the deceased has left an 8 year old boy who is being raised by Michael's sister-in-law Lucia Curcio. To make matters worse, Lucia happens to be a sexy nightclub dancer.",1.029336,0.0,100.0,It Started in Naples,5.9,11.0,None,Paramount Pictures,United States of America,English,Melville Shavelson,"['Comedy', 'Romance']","['Clark Gable', 'Sophia Loren', 'Vittorio De Sica']",1960,0.0
37992,0.0,A mystery woman is a murder suspect's only alibi for the night of his wife's death. Based on a story by noir scribe Cornell Woolrich.,2.014953,0.0,87.0,Phantom Lady,6.4,24.0,None,Universal Pictures,United States of America,English,Robert Siodmak,"['Crime', 'Drama']","['Franchot Tone', 'Ella Raines', 'Alan Curtis']",1944,0.0
16972,9200000.0,"Rabbi Avram arrives in Philadelphia from Poland en route to San Francisco where he will be a congregation's new rabbi. An innocent and inexperienced traveller, he is tricked by con men to pay for the trip to go west, then they leave him and his belongings scattered along a deserted road. He is befriended by a stranger, Tommy, who is a bank robber and have many adventures during their journey.",7.085212,9346177.0,114.0,The Frisco Kid,6.0,38.0,None,Warner Bros.,United States of America,English,Robert Aldrich,"['Western', 'Comedy']","['Gene Wilder', 'Harrison Ford', 'Ramon Bieri']",1979,1.02
43260,0.0,"Jubal Troop is a cowboy who is found in a weakened condition, without a horse. He is given shelter at Shep Horgan's large ranch, where he quickly makes an enemy in foreman Pinky, a cattleman who accuses Jubal of carrying the smell of sheep.",1.433165,0.0,100.0,Jubal,6.8,17.0,None,Columbia Pictures Corporation,United States of America,English,Delmer Daves,"['Action', 'Western']","['Glenn Ford', 'Ernest Borgnine', 'Rod Steiger']",1956,0.0
42626,0.0,"A biography of the dancer Isadora Duncan, the 1920s dancer who forever changed people's ideas of ballet. Her nude, semi-nude, and pro-Soviet dance projects as well as her attitudes on free love, debt, dress, and lifestyle shocked the public of her time.",2.142332,0.0,131.0,Isadora,6.2,10.0,None,Universal Pictures,France,English,Karel Reisz,"['Drama', 'History', 'Music', 'Romance']","['Vanessa Redgrave', 'James Fox', 'Zvonimir Črnko']",1968,0.0
16902,0.0,This period drama frames the tumultuous affair between Queen Elizabeth I and the man who would be King of England.,4.150285,0.0,106.0,The Private Lives of Elizabeth and Essex,7.0,12.0,None,Warner Bros.,United States of America,English,Michael Curtiz,"['Drama', 'Romance']","['Errol Flynn', 'Bette Davis', 'Olivia de Havilland']",1939,0.0
20625,0.0,"During the Florida land boom, the Marx Brothers run a hotel, auction off some land and thwart a jewel robbery.",1.242836,0.0,96.0,The Cocoanuts,7.1,21.0,None,Paramount Pictures,United States of America,English,Robert Florey,['Comedy'],"['Groucho Marx', 'Harpo Marx', 'Chico Marx']",1929,0.0
10837,0.0,"Scrooge McDuck, his dimwitted pilot Launch Pad, and his newphews Huey, Dewey and Louie, with Webby, arrive in Egypt where Scrooge finds the lost treasure of Collie Baba, unbeknownst to Scrooge, a magic lamp was included inside the treasure, so while the nephews have fun with the genie, they all have no idea that they're being stalked by a power hungry sorceror named Murlock and his dimwitted thief.",7.810813,0.0,74.0,DuckTales: The Movie - Treasure of the Lost Lamp,6.7,201.0,None,DisneyToon Studios,France,English,Bob Hathcock,"['Adventure', 'Animation', 'Family', 'Comedy', 'Fantasy']","['Alan Young', 'Terence McGovern', 'Russi Taylor']",1990,0.0
1895,113000000.0,"Years after the onset of the Clone Wars, the noble Jedi Knights lead a massive clone army into a galaxy-wide battle against the Separatists. When the sinister Sith unveil a thousand-year-old plot to rule the galaxy, the Republic crumbles and from its ashes rises the evil Galactic Empire. Jedi hero Anakin Skywalker is seduced by the dark side of the Force to become the Emperor's new apprentice – Darth Vader. The Jedi are decimated, as Obi-Wan Kenobi and Jedi Master Yoda are forced into hiding. The only hope for the galaxy are Anakin's own offspring – the twin children born in secrecy who will grow up to become heroes.",13.165421,850000000.0,140.0,Star Wars: Episode III - Revenge of the Sith,7.1,4200.0,Star Wars Collection,Lucasfilm,United States of America,English,George Lucas,"['Science Fiction', 'Adventure', 'Action']","['Ewan McGregor', 'Natalie Portman', 'Hayden Christensen']",2005,7.52
9981,45000000.0,"Phil Weston has been unathletic his entire life. In college he failed at every sport that he tried out for. It looks like his 10-year old son, Sam, is following in his footsteps. But with becoming the coach of The Soccers, an already successful soccer team, everything changes.",9.875573,56070433.0,95.0,Kicking & Screaming,5.6,179.0,None,Universal Pictures,United States of America,English,Jesse Dylan,"['Romance', 'Comedy', 'Family']","['Will Ferrell', 'Robert Duvall', 'Kate Walsh']",2005,1.25
37215,0.0,"After years of questioning why people fear him, Death (March) takes on human form so he can mingle among the mortals and find an answer. However, events soon spiral out of control as he falls in love with the beautiful young Grazia (Venable), the only woman unafraid of him. As he falls in love with her, her father, Duke Lambert (Standing), sees him for what he is and begs him to return to his duties. Death must decide whether or not to seek his own happiness, or sacrifice it so that Grazia may live.",0.545576,0.0,79.0,Death Takes a Holiday,5.8,6.0,None,Paramount Pictures,United States of America,English,Mitchell Leisen,"['Romance', 'Drama', 'Fantasy']","['Fredric March', 'Evelyn Venable', 'Guy Standing']",1934,0.0
28423,0.0,A sexy model volunteers to be a test subject for a new invisibility machine. But does she have ulterior motives?,1.294231,0.0,72.0,The Invisible Woman,6.0,5.0,The Invisible Man (Universal Series),Universal Pictures,United States of America,English,A. Edward Sutherland,"['Romance', 'Science Fiction', 'Comedy']","['Virginia Bruce', 'John Barrymore', 'Charles Ruggles']",1940,0.0
